,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
14,128228630,Buddha Board,"A Buddha Board for painting rich, inky, water-based images onto a ""canvas"" that will slowly fade as the water evaporates. We don't know art but we know it's not that messy.",in stock,new,37.95 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128228630,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/27/14/asset/83fbbc25fbc5/sub-buzz-1940-1603808531-14.jpg?resize=625:450,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,cleaning
15,128227580,Baby Einstein Take Along Tunes toy,"A Baby Einstein Take Along Tunes toy with over 30,000 5-star reviews on Amazon, highlighting how well it stimulates your baby with lights, sounds, and much needed distractions.",in stock,new,8.88 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227580,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/17/18/asset/1489ed5e8e7a/sub-buzz-4884-1584470424-15.jpg?resize=625:417,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,cleaning
16,128227582,Hape Quadrilla Super Spirals building blocks set,A Hape Quadrilla Super Spirals building blocks set for all the marble madness and Rube Goldberg goodness a kid could possibly enjoy.,in stock,new,135.87 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227582,https://img.buzzfeed.com/buzzfeed-static/static/2021-09/10/18/asset/41892e4079ca/sub-buzz-405-1631300159-38.jpg?resize=625:625,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion"
17,128193533,100 Words Book,A 100 Words Book to interact with budding scholars and help build their vocabulary in English and Spanish.,in stock,new,14.99 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128193533,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/20/21/asset/09a3e1c6d9ba/sub-buzz-2576-1637442800-15.jpg?resize=625:*,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion"
18,128227588,constellation blocks,"A set of handcrafted, nontoxic constellation blocks to learn the symbols, names, hemispheres, and scale of magnitude for 16 constellations in the night sky.",in stock,new,26.0 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227588,https://img.buzzfeed.com/buzzfeed-static/static/2020-06/11/19/asset/871ce269d2ba/sub-buzz-627-1591902152-20.jpg?resize=625:415,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion"
20,128227589,A-frame art easel,"A two-sided, A-frame art easel with chalkboard, magnetic dry-erase board, storage, and paper feeder for aspiring artists who are still experimenting with their preferred mediums. Plus it's a great way to teach kids about writing ""thank you"" notes!",in stock,new,159.99 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227589,https://img.buzzfeed.com/buzzfeed-static/static/2021-08/31/16/asset/676e78ab7e9b/sub-buzz-416-1630428048-3.jpg?resize=625:415,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,cleaning
21,128193563,Squeakee the Balloon Dino,"A Squeakee the Balloon Dino because every kiddo deserves a dino BFF that'll roar, bust out cool breakdancing moves, and even fart if you pull his tail 🦖 😂.",in stock,new,69.0 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128193563,https://img.buzzfeed.com/buzzfeed-static/static/2021-10/11/18/asset/1317af1d7fca/sub-buzz-416-1633976861-42.jpg?resize=625:580,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion"
22,128227586,Blockaroo magnetic foam building blocks,"A set of Blockaroo magnetic foam building blocks sure to ""click"" with the young builder in your life. Plus they'll take a beating but come back looking nice and clean after bathtime play or a run in the dishwasher.",in stock,new,39.99 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227586,"https://img.buzzfeed.com/buzzfeed-static/static/2020-10/26/20/asset/d362589c790b/sub-buzz-593-1603743851-16.jpg?crop=1436:1170;34,330&resize=625:*",Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,cleaning
24,128232734,all-natural pure-beeswax crayons,A 12-pack of durable and sustainable all-natural pure-beeswax crayons that are nearly unbreakable and even come with a money-back guarantee. You better bee-lieve it!,in stock,new,22.95 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128232734,https://img.buzzfeed.com/buzzfeed-static/static/2020-06/11/19/asset/dcb5220da65d/sub-buzz-680-1591902962-17.jpg?resize=625:625,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion,skincare"
25,128227576,Studio Series Grimlock,"And finally, a Transformers Studio Series Grimlock that changes from a metallic T. rex to a robot (in 24 steps). Autbot + Dinosaur = Dinobot. That's an equation for fun no matter your age. Also comes with a removable backdrop for movie-accurate displays!",in stock,new,52.99 USD,https://www.buzzfeed.com/chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by?origin=web-hf#128227576,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/22/19/asset/e573ca091b6c/sub-buzz-1201-1637610940-2.jpg?resize=625:*,Amazon,chandnireddy1/toys-gifts-for-kids-buzzfeed-editors-parents-swear-by,USD,"cleaning,fast fashion"
,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
0,128216789,oversized crewneck sweater,An oversized crewneck sweater made with lightweight alpaca yarn that won't have you sweltering within minutes of putting it on.,in stock,new,100.0 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216789,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/21/4/asset/534c8657e842/sub-buzz-3062-1637467554-24.jpg?resize=625:625,everlane,bykitstone/casual-things-to-wear-that-arent-jeans,USD,fast fashion
2,128216830,velour joggers,"Or, a pair of velour joggers in case you're looking for a pant that will melt onto you as you melt into the couch to catch up new episodes of Big Sky.",in stock,new,49.95 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216830,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/21/4/asset/ec854551c070/sub-buzz-3044-1637469669-2.jpg?resize=625:833,"Gap,gap",bykitstone/casual-things-to-wear-that-arent-jeans,USD,fast fashion
3,128216818,cow print skirtall,"A cow print skirtall that gives you the comfort of overalls and the freedom of a dress. Moooo-ve over, there's a new closet addition in town.",in stock,new,31.92 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216818,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/21/4/asset/534c8657e842/sub-buzz-3071-1637468723-12.jpg?resize=625:819,hottopic,bykitstone/casual-things-to-wear-that-arent-jeans,USD,fast fashion
4,128197011,plaid knit leggings,A pair of plaid knit leggings because you want the comfort of leggings but also want to look like you actually tried to piece together an outfit. Throw on practically any top with it and you instantly look put together.,in stock,new,24.9 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197011,"https://img.buzzfeed.com/buzzfeed-static/static/2020-12/21/16/asset/6c2b5f5c75da/sub-buzz-6060-1608568247-3.jpg?crop=1016:1277;162,229&resize=625:*",Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
5,128197009,mock-neck bodysuit,"A mock-neck bodysuit for a turtleneck-type shirt without the constricting neck. When it's cold outside, you'll be thankful for a shirt that doesn't rise out of your jeans every time you sit down.",in stock,new,19.98 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197009,https://img.buzzfeed.com/buzzfeed-static/static/2021-09/9/18/asset/177364464ea3/sub-buzz-743-1631211232-17.png?resize=625:649,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
7,128197007,long-line plaid jacket,"A long-line plaid jacket when you're looking for a practical fall fashion staple that sits right at the mid-thigh, helping to elongate the body. Pure fab!",in stock,new,45.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197007,"https://img.buzzfeed.com/buzzfeed-static/static/2021-05/20/20/asset/1bedb5dc134e/sub-buzz-406-1621544260-2.jpg?crop=1264:1398;0,182&resize=625:*",Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
8,128197008,palazzo trousers,A pair of high-waisted palazzo trousers to upgrade your crop tops and basic tees with their vintage-inspired fit.,in stock,new,29.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197008,https://img.buzzfeed.com/buzzfeed-static/static/2021-09/30/0/asset/b55254cae3ed/sub-buzz-704-1632962620-16.jpg,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
9,128216840,zippered jumpsuit,A zippered jumpsuit if you need a utility piece that offers an easy-to-wear silhouette and side pockets for an artsy flair.,in stock,new,185.0 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216840,"https://img.buzzfeed.com/buzzfeed-static/static/2021-11/21/4/asset/ec854551c070/sub-buzz-3060-1637470193-13.jpg?crop=2022:2567;289,371&resize=625:*",Madewell,bykitstone/casual-things-to-wear-that-arent-jeans,USD,fast fashion
10,128197010,chunky knit cardigan,A chunky knit cardigan you can use as an everyday duster to give your house robe a break.,in stock,new,19.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197010,https://img.buzzfeed.com/buzzfeed-static/static/2021-08/31/19/asset/30b7661bc2b2/sub-buzz-446-1630437312-6.png?resize=625:797,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
11,128197012,baggy overalls,A pair of baggy overalls in case you're looking for an outfit that gives off major farmer vibes. Jump into these and you're ready to head over to the farmers market.,in stock,new,18.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197012,https://img.buzzfeed.com/buzzfeed-static/static/2021-08/31/20/asset/61aba510ffc0/sub-buzz-978-1630443095-8.png?resize=625:832,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
12,128197013,short-sleeved jumpsuit,A short-sleeved jumpsuit made with — wait for it — pockets! This ~one and done~ ensemble is great for people who WFH and need to slip on something for video calls but who still want to be comfy for working from the couch after.,in stock,new,29.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197013,https://img.buzzfeed.com/buzzfeed-static/static/2021-09/29/4/asset/e1c912de2bb9/sub-buzz-414-1632891487-32.jpg?resize=625:*,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
13,128216881,FP Movement balloon pants,A pair of FP Movement balloon pants for a get-up-and-go look that can easily be dressed up with a few rad accessories and switch of the shoes.,in stock,new,50.0 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216881,https://img.buzzfeed.com/buzzfeed-static/static/2021-01/28/16/asset/bfe32db822df/sub-buzz-1112-1611851681-2.jpg?resize=625:938,"Free People,freepeople",bykitstone/casual-things-to-wear-that-arent-jeans,USD,fast fashion
14,128197019,open-front cardigan,An open-front cardigan to help you stay warm while still showing off your outfit.,in stock,new,24.64 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128197019,https://img.buzzfeed.com/buzzfeed-static/static/2021-09/29/3/asset/e48a8734e1de/sub-buzz-1545-1632886749-1.jpg?resize=625:*,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
15,128216888,faux suede moto jacket,A faux suede moto jacket to give your fave denim jacket a much-needed break.,in stock,new,35.17 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216888,https://img.buzzfeed.com/buzzfeed-static/static/2021-03/3/20/asset/954e251d8ee7/sub-buzz-2536-1614801607-26.jpg?resize=625:833,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
16,128216869,wool skirt,"A wool skirt because there are few things better than a wool skirt, a perfect latte, and a brisk stroll along the promenade.",in stock,new,29.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216869,https://img.buzzfeed.com/buzzfeed-static/static/2021-01/29/10/asset/f55df834b2b0/sub-buzz-2524-1611914770-32.png?resize=625:*,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
18,128216872,long-sleeve shorts set,"A long-sleeve shorts set reviewers say is a great ""cute and comfy"" outfit for days on the couch or trips to the store.",in stock,new,29.99 USD,https://www.buzzfeed.com/bykitstone/casual-things-to-wear-that-arent-jeans?origin=web-hf#128216872,https://img.buzzfeed.com/buzzfeed-static/static/2021-01/29/19/asset/bfe32db822df/sub-buzz-3277-1611948612-5.jpg?resize=625:833,Amazon,bykitstone/casual-things-to-wear-that-arent-jeans,USD,"cleaning,fast fashion"
